Year,Period,Organisation Code,Organisation Name,Location ID,Location Name,Location Region,CQC Rating,Cancelled Elective Operations,Number Not Treated Within 28 Days,Admissions,% CanOps Val,% Not Treated 28 Days Val,% Cancelled Ops,% Cancelled Ops (n),% Not treated within 28 Days,Quartile,Trust Code,% National Average
2019,Q3,R1H,Barts Health NHS Trust ,R1HNH,Newham University Hospital,London ,Requires improvement,554,112,19145,0.02894,0.20217,2.89%,2.89% (554),20.2%,Worst Quartile,R1H,0.01584
2019,Q3,R1K,London North West University Healthcare NHS Trust ,R1K01,Northwick Park Hospital,London ,Requires improvement,223,0,10971,0.02033,0,2.03%,2.03% (223),0.0%,Above Avg,R1K,0.01584
2019,Q3,R1K,London North West University Healthcare NHS Trust ,R1K02,Central Middlesex Hospital,London ,Requires improvement,223,0,10971,0.02033,0,2.03%,2.03% (223),0.0%,Above Avg,R1K,0.01584
2019,Q3,R1K,London North West University Healthcare NHS Trust ,R1K03,St Mark's Hospital,London ,Requires improvement,223,0,10971,0.02033,0,2.03%,2.03% (223),0.0%,Above Avg,R1K,0.01584
2019,Q3,R1K,London North West University Healthcare NHS Trust ,R1K04,Ealing Hospital,London ,Requires improvement,223,0,10971,0.02033,0,2.03%,2.03% (223),0.0%,Above Avg,R1K,0.01584
2019,Q3,R1K,London North West University Healthcare NHS Trust ,R1K68,Clayponds Hospital,London ,Requires improvement,223,0,10971,0.02033,0,2.03%,2.03% (223),0.0%,Above Avg,R1K,0.01584
2019,Q3,RA2,Royal Surrey County Hospital NHS Foundation Trust ,RA201,Royal Surrey County Hospital,South East ,Good,128,3,8041,0.01592,0.02344,1.59%,1.59% (128),2.3%,Above Avg,RA2,0.01584
2019,Q3,RA2,Royal Surrey County Hospital NHS Foundation Trust ,RA219,Haslemere Hospital,South East ,Good,128,3,8041,0.01592,0.02344,1.59%,1.59% (128),2.3%,Above Avg,RA2,0.01584
2019,Q3,RA2,Royal Surrey County Hospital NHS Foundation Trust ,RA224,Milford Hospital,South East ,Good,128,3,8041,0.01592,0.02344,1.59%,1.59% (128),2.3%,Above Avg,RA2,0.01584
2019,Q3,RA3,Weston Area Health NHS Trust ,RA301,Weston General Hospital,South West ,Requires improvement,25,3,2653,0.00942,0.12,0.94%,0.94% (25),12%,Best Quartile,RA3,0.01584
2019,Q3,RA4,Yeovil District Hospital NHS Foundation Trust ,RA430,Yeovil District Hospital,South West ,Requires improvement,34,0,3895,0.00873,0,0.87%,0.87% (34),0.0%,Best Quartile,RA4,0.01584
2019,Q3,RA7,University Hospitals Bristol NHS Foundation Trust ,RA773,South Bristol NHS Community Hospital,South West ,Outstanding,409,13,12368,0.03307,0.03178,3.31%,3.31% (409),3.2%,Worst Quartile,RA7,0.01584
2019,Q3,RA7,University Hospitals Bristol NHS Foundation Trust ,RA7C1,Bristol Royal Infirmary,South West ,Outstanding,409,13,12368,0.03307,0.03178,3.31%,3.31% (409),3.2%,Worst Quartile,RA7,0.01584
2019,Q3,RA7,University Hospitals Bristol NHS Foundation Trust ,RA7CQ,Central Health Clinic,South West ,Outstanding,409,13,12368,0.03307,0.03178,3.31%,3.31% (409),3.2%,Worst Quartile,RA7,0.01584
2019,Q3,RA9,Torbay and South Devon NHS Foundation Trust ,RA901,Torbay Hospital,South West ,Good,90,19,6415,0.01403,0.21111,1.4%,1.4% (90),21.1%,Below Avg,RA9,0.01584
2019,Q3,RA9,Torbay and South Devon NHS Foundation Trust ,RA952,Ashburton and Buckfastleigh Hospital,South West ,Good,90,19,6415,0.01403,0.21111,1.4%,1.4% (90),21.1%,Below Avg,RA9,0.01584
2019,Q3,RA9,Torbay and South Devon NHS Foundation Trust ,RA954,Brixham Hospital,South West ,Good,90,19,6415,0.01403,0.21111,1.4%,1.4% (90),21.1%,Below Avg,RA9,0.01584
2019,Q3,RA9,Torbay and South Devon NHS Foundation Trust ,RA956,Dawlish Hospital,South West ,Good,90,19,6415,0.01403,0.21111,1.4%,1.4% (90),21.1%,Below Avg,RA9,0.01584
2019,Q3,RA9,Torbay and South Devon NHS Foundation Trust ,RA957,Newton Abbot Hospital,South West ,Good,90,19,6415,0.01403,0.21111,1.4%,1.4% (90),21.1%,Below Avg,RA9,0.01584
2019,Q3,RA9,Torbay and South Devon NHS Foundation Trust ,RA959,Teignmouth Hospital,South West ,Good,90,19,6415,0.01403,0.21111,1.4%,1.4% (90),21.1%,Below Avg,RA9,0.01584
2019,Q3,RA9,Torbay and South Devon NHS Foundation Trust ,RA979,Totnes Hospital,South West ,Good,90,19,6415,0.01403,0.21111,1.4%,1.4% (90),21.1%,Below Avg,RA9,0.01584
2019,Q3,RAE,Bradford Teaching Hospitals NHS Foundation Trust ,RAE01,Bradford Royal Infirmary,Yorkshire and The Humber ,Requires improvement,180,1,11264,0.01598,0.00556,1.6%,1.6% (180),0.6%,Above Avg,RAE,0.01584
2019,Q3,RAE,Bradford Teaching Hospitals NHS Foundation Trust ,RAE05,St Luke's Hospital,Yorkshire and The Humber ,Requires improvement,180,1,11264,0.01598,0.00556,1.6%,1.6% (180),0.6%,Above Avg,RAE,0.01584
2019,Q3,RAJ,Southend University Hospital NHS Foundation Trust ,RAJ01,Southend University Hospital,East of England ,Requires improvement,126,32,7311,0.01723,0.25397,1.72%,1.72% (126),25.4%,Above Avg,RAJ,0.01584
2019,Q3,RAL,Royal Free London NHS Foundation Trust ,RAL01,The Royal Free Hospital,London ,Requires improvement,161,17,16658,0.00967,0.10559,0.97%,0.97% (161),10.6%,Below Avg,RAL,0.01584
2019,Q3,RAL,Royal Free London NHS Foundation Trust ,RAL26,Barnet General Hospital,London ,Requires improvement,161,17,16658,0.00967,0.10559,0.97%,0.97% (161),10.6%,Below Avg,RAL,0.01584
2019,Q3,RAL,Royal Free London NHS Foundation Trust ,RAL80,Hadley Wood Hospital (Private),London ,Requires improvement,161,17,16658,0.00967,0.10559,0.97%,0.97% (161),10.6%,Below Avg,RAL,0.01584
2019,Q3,RAL,Royal Free London NHS Foundation Trust ,RALC7,Chase Farm Hospital,London ,Requires improvement,161,17,16658,0.00967,0.10559,0.97%,0.97% (161),10.6%,Below Avg,RAL,0.01584
2019,Q3,RAL,Royal Free London NHS Foundation Trust ,RALRA,Edgware Community Hospital,London ,Requires improvement,161,17,16658,0.00967,0.10559,0.97%,0.97% (161),10.6%,Below Avg,RAL,0.01584
2019,Q3,RAN,Royal National Orthopaedic Hospital NHS Trust ,RAN01,The Royal National Orthopaedic Hospital (Stanmore),London ,Good,34,3,1171,0.02904,0.08824,2.9%,2.9% (34),8.8%,Worst Quartile,RAN,0.01584
2019,Q3,RAN,Royal National Orthopaedic Hospital NHS Trust ,RAN02,Royal National Orthopaedic Hospital (Bolsover Street),London ,Good,34,3,1171,0.02904,0.08824,2.9%,2.9% (34),8.8%,Worst Quartile,RAN,0.01584
2019,Q3,RAP,North Middlesex University Hospital NHS Trust ,RAPNM,North Middlesex University Hospital,London ,Requires improvement,66,19,5708,0.01156,0.28788,1.16%,1.16% (66),28.8%,Below Avg,RAP,0.01584
2019,Q3,RAP,North Middlesex University Hospital NHS Trust ,RAPST,St Ann's Hospital,London ,Requires improvement,66,19,5708,0.01156,0.28788,1.16%,1.16% (66),28.8%,Below Avg,RAP,0.01584
2019,Q3,RAS,The Hillingdon Hospitals NHS Foundation Trust ,RAS01,The Hillingdon Hospital,London ,Requires improvement,32,0,5208,0.00614,0,0.61%,0.61% (32),0.0%,Best Quartile,RAS,0.01584
2019,Q3,RAS,The Hillingdon Hospitals NHS Foundation Trust ,RAS02,Mount Vernon Hospital,London ,Requires improvement,32,0,5208,0.00614,0,0.61%,0.61% (32),0.0%,Best Quartile,RAS,0.01584
2019,Q3,RAX,Kingston Hospital NHS Foundation Trust ,RAX01,Kingston Hospital,London ,Outstanding,18,2,5258,0.00342,0.11111,0.34%,0.34% (18),11.1%,Best Quartile,RAX,0.01584
2019,Q3,RBA,Taunton and Somerset NHS Foundation Trust ,RBA11,Musgrove Park Hospital,South West ,Good,150,13,7384,0.02031,0.08667,2.03%,2.03% (150),8.7%,Above Avg,RBA,0.01584
2019,Q3,RBA,Taunton and Somerset NHS Foundation Trust ,RBAC3,Bridgwater Community Hospital,South West ,Good,150,13,7384,0.02031,0.08667,2.03%,2.03% (150),8.7%,Above Avg,RBA,0.01584
2019,Q3,RBA,Taunton and Somerset NHS Foundation Trust ,RBAC6,Minehead Hospital,South West ,Good,150,13,7384,0.02031,0.08667,2.03%,2.03% (150),8.7%,Above Avg,RBA,0.01584
2019,Q3,RBD,Dorset County Hospital NHS Foundation Trust ,RBD01,Dorset County Hospital,South West ,Good,112,14,6167,0.01816,0.125,1.82%,1.82% (112),12.5%,Above Avg,RBD,0.01584
2019,Q3,RBD,Dorset County Hospital NHS Foundation Trust ,RBD44,Royal Bournemouth Hospital,South West ,Good,112,14,6167,0.01816,0.125,1.82%,1.82% (112),12.5%,Above Avg,RBD,0.01584
2019,Q3,RBK,Walsall Healthcare NHS Trust ,RBK02,Manor Hospital,West Midlands ,Requires improvement,70,4,4328,0.01617,0.05714,1.62%,1.62% (70),5.7%,Above Avg,RBK,0.01584
2019,Q3,RBL,Wirral University Teaching Hospital NHS Foundation Trust ,RBL14,Arrowe Park Hospital,North West ,Requires improvement,101,56,8787,0.01149,0.55446,1.15%,1.15% (101),55.4%,Below Avg,RBL,0.01584
2019,Q3,RBL,Wirral University Teaching Hospital NHS Foundation Trust ,RBL20,Clatterbridge Hospital,North West ,Requires improvement,101,56,8787,0.01149,0.55446,1.15%,1.15% (101),55.4%,Below Avg,RBL,0.01584
2019,Q3,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,RBN01,Whiston Hospital,North West ,Outstanding,86,2,11517,0.00747,0.02326,0.75%,0.75% (86),2.3%,Best Quartile,RBN,0.01584
2019,Q3,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,RBN02,St Helens Hospital,North West ,Outstanding,86,2,11517,0.00747,0.02326,0.75%,0.75% (86),2.3%,Best Quartile,RBN,0.01584
2019,Q3,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,RBN03,Newton Community Hospital,North West ,Outstanding,86,2,11517,0.00747,0.02326,0.75%,0.75% (86),2.3%,Best Quartile,RBN,0.01584
2019,Q3,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust ,RBQHQ,Liverpool Heart and Chest Hospital,North West ,Outstanding,45,0,1949,0.02309,0,2.31%,2.31% (45),0.0%,Worst Quartile,RBQ,0.01584
2019,Q3,RBS,Alder Hey Children's NHS Foundation Trust ,RBS25,Alder Hey Children's Hospital,North West ,Good,114,9,3471,0.03284,0.07895,3.28%,3.28% (114),7.9%,Worst Quartile,RBS,0.01584
2019,Q3,RBS,Alder Hey Children's NHS Foundation Trust ,RBSA2,Dewi Jones Unit,North West ,Good,114,9,3471,0.03284,0.07895,3.28%,3.28% (114),7.9%,Worst Quartile,RBS,0.01584
2019,Q3,RBT,Mid Cheshire Hospitals NHS Foundation Trust ,RBT20,Leighton Hospital,North West ,Good,101,3,7807,0.01294,0.0297,1.29%,1.29% (101),3%,Below Avg,RBT,0.01584
2019,Q3,RBT,Mid Cheshire Hospitals NHS Foundation Trust ,RBT21,Victoria Infirmary,North West,Good,101,3,7807,0.01294,0.0297,1.29%,1.29% (101),3%,Below Avg,RBT,0.01584
2019,Q3,RBV,The Christie NHS Foundation Trust ,RBV01,The Christie Hospital,North West ,Outstanding,5,0,3107,0.00161,0,0.16%,0.16% (5),0.0%,Best Quartile,RBV,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ12,North Devon District Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ79,Exeter Community Hospital (Whipton),South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ83,Sidmouth Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ86,Seaton Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ87,Okehampton Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ92,Holsworthy Community Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ93,Tiverton and District Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ95,Bideford Community Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ98,Torrington Community Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RBZ,Northern Devon Healthcare NHS Trust ,RBZ99,South Molton Community Hospital,South West ,Requires improvement,36,0,4552,0.00791,0,0.79%,0.79% (36),0.0%,Best Quartile,RBZ,0.01584
2019,Q3,RC1,Bedford Hospital NHS Trust ,RC110,Bedford Hospital,East of England ,Requires improvement,83,11,7614,0.0109,0.13253,1.09%,1.09% (83),13.3%,Below Avg,RC1,0.01584
2019,Q3,RC9,Luton and Dunstable University Hospital NHS Foundation Trust ,RC971,Luton and Dunstable Hospital,East of England ,Good,140,1,8008,0.01748,0.00714,1.75%,1.75% (140),0.7%,Above Avg,RC9,0.01584
2019,Q3,RCB,York Teaching Hospital NHS Foundation Trust ,RCB00,The York Hospital,Yorkshire and The Humber ,Requires improvement,229,20,9780,0.02342,0.08734,2.34%,2.34% (229),8.7%,Worst Quartile,RCB,0.01584
2019,Q3,RCB,York Teaching Hospital NHS Foundation Trust ,RCB07,Selby War Memorial Hospital,Yorkshire and The Humber ,Requires improvement,229,20,9780,0.02342,0.08734,2.34%,2.34% (229),8.7%,Worst Quartile,RCB,0.01584
2019,Q3,RCB,York Teaching Hospital NHS Foundation Trust ,RCBCA,Scarborough Hospital,Yorkshire and The Humber ,Requires improvement,229,20,9780,0.02342,0.08734,2.34%,2.34% (229),8.7%,Worst Quartile,RCB,0.01584
2019,Q3,RCB,York Teaching Hospital NHS Foundation Trust ,RCBL8,Malton Community Hospital,Yorkshire and The Humber ,Requires improvement,229,20,9780,0.02342,0.08734,2.34%,2.34% (229),8.7%,Worst Quartile,RCB,0.01584
2019,Q3,RCB,York Teaching Hospital NHS Foundation Trust ,RCBNH,Bridlington Hospital,Yorkshire and The Humber ,Requires improvement,229,20,9780,0.02342,0.08734,2.34%,2.34% (229),8.7%,Worst Quartile,RCB,0.01584
2019,Q3,RCD,Harrogate and District NHS Foundation Trust ,RCD01,Harrogate District Hospital,Yorkshire and The Humber ,Good,67,0,6597,0.01016,0,1.02%,1.02% (67),0.0%,Below Avg,RCD,0.01584
2019,Q3,RCD,Harrogate and District NHS Foundation Trust ,RCD02,Ripon and District Community Hospital,Yorkshire and The Humber ,Good,67,0,6597,0.01016,0,1.02%,1.02% (67),0.0%,Below Avg,RCD,0.01584
2019,Q3,RCF,Airedale NHS Foundation Trust ,RCF22,Airedale General Hospital,Yorkshire and The Humber ,Requires improvement,87,0,1796,0.04844,0,4.84%,4.84% (87),0.0%,Worst Quartile,RCF,0.01584
2019,Q3,RCU,Sheffield Children's NHS Foundation Trust ,RCUEF,Sheffield Children's Hospital,Yorkshire and The Humber ,Good,47,6,2284,0.02058,0.12766,2.06%,2.06% (47),12.8%,Above Avg,RCU,0.01584
2019,Q3,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust ",RCX70,The Queen Elizabeth Hospital,East of England ,Inadequate,98,2,5549,0.01766,0.02041,1.77%,1.77% (98),2%,Above Avg,RCX,0.01584
2019,Q3,RD1,Royal United Hospitals Bath NHS Foundation Trust ,RD102,Chippenham Community Hospital,South West ,Good,104,0,5845,0.01779,0,1.78%,1.78% (104),0.0%,Above Avg,RD1,0.01584
2019,Q3,RD1,Royal United Hospitals Bath NHS Foundation Trust ,RD115,Royal National Hospital for Rheumatic Diseases,South West ,Good,104,0,5845,0.01779,0,1.78%,1.78% (104),0.0%,Above Avg,RD1,0.01584
2019,Q3,RD1,Royal United Hospitals Bath NHS Foundation Trust ,RD129,Paulton Memorial Hospital (Maternity),South West ,Good,104,0,5845,0.01779,0,1.78%,1.78% (104),0.0%,Above Avg,RD1,0.01584
2019,Q3,RD1,Royal United Hospitals Bath NHS Foundation Trust ,RD130,Royal United Hospital Bath,South West ,Good,104,0,5845,0.01779,0,1.78%,1.78% (104),0.0%,Above Avg,RD1,0.01584
2019,Q3,RD3,Poole Hospital NHS Foundation Trust ,RD300,Poole Hospital,South West ,Good,46,1,3520,0.01307,0.02174,1.31%,1.31% (46),2.2%,Below Avg,RD3,0.01584
2019,Q3,RD8,Milton Keynes University Hospital NHS Foundation Trust ,RD816,Milton Keynes Hospital,South East ,Good,60,8,5118,0.01172,0.13333,1.17%,1.17% (60),13.3%,Below Avg,RD8,0.01584
2019,Q3,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,RDDH0,Basildon University Hospital,East of England ,Good,91,3,8342,0.01091,0.03297,1.09%,1.09% (91),3.3%,Below Avg,RDD,0.01584
2019,Q3,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,RDDH1,Orsett Hospital,East of England ,Good,91,3,8342,0.01091,0.03297,1.09%,1.09% (91),3.3%,Below Avg,RDD,0.01584
2019,Q3,RDE,East Suffolk and North Essex NHS Foundation Trust ,RDE03,Ipswich Hospital,East of England ,Requires improvement,343,20,16499,0.02079,0.05831,2.08%,2.08% (343),5.8%,Above Avg,RDE,0.01584
2019,Q3,RDE,East Suffolk and North Essex NHS Foundation Trust ,RDEE4,Colchester General Hospital,East of England ,Requires improvement,343,20,16499,0.02079,0.05831,2.08%,2.08% (343),5.8%,Above Avg,RDE,0.01584
2019,Q3,RDU,Frimley Health NHS Foundation Trust ,RDU01,Frimley Park Hospital,South East ,Good,196,13,18023,0.01087,0.06633,1.09%,1.09% (196),6.6%,Below Avg,RDU,0.01584
2019,Q3,RDU,Frimley Health NHS Foundation Trust ,RDU02,Farnham Hospital,South East ,Good,196,13,18023,0.01087,0.06633,1.09%,1.09% (196),6.6%,Below Avg,RDU,0.01584
2019,Q3,RDU,Frimley Health NHS Foundation Trust ,RDU50,Wexham Park Hospital,South East ,Good,196,13,18023,0.01087,0.06633,1.09%,1.09% (196),6.6%,Below Avg,RDU,0.01584
2019,Q3,RDU,Frimley Health NHS Foundation Trust ,RDU52,Heatherwood Hospital,South East ,Good,196,13,18023,0.01087,0.06633,1.09%,1.09% (196),6.6%,Below Avg,RDU,0.01584
2019,Q3,RDU,Frimley Health NHS Foundation Trust ,RDU53,King Edward VII Hospital,South East ,Good,196,13,18023,0.01087,0.06633,1.09%,1.09% (196),6.6%,Below Avg,RDU,0.01584
2019,Q3,RDY,Dorset Healthcare University NHS Foundation Trust ,RDYEF,Weymouth Community Hospital,South West ,Outstanding,3,0,468,0.00641,0,0.64%,0.64% (3),0.0%,Best Quartile,RDY,0.01584
2019,Q3,RDY,Dorset Healthcare University NHS Foundation Trust ,RDYEG,Westhaven Hospital,South West ,Outstanding,3,0,468,0.00641,0,0.64%,0.64% (3),0.0%,Best Quartile,RDY,0.01584
2019,Q3,RDY,Dorset Healthcare University NHS Foundation Trust ,RDYEJ,Bridport Community Hospital,South West ,Outstanding,3,0,468,0.00641,0,0.64%,0.64% (3),0.0%,Best Quartile,RDY,0.01584
2019,Q3,RDY,Dorset Healthcare University NHS Foundation Trust ,RDYFC,Yeatman Hospital,South West ,Outstanding,3,0,468,0.00641,0,0.64%,0.64% (3),0.0%,Best Quartile,RDY,0.01584
2019,Q3,RDY,Dorset Healthcare University NHS Foundation Trust ,RDYFE,"Victoria Hospital, Wimborne",South West ,Outstanding,3,0,468,0.00641,0,0.64%,0.64% (3),0.0%,Best Quartile,RDY,0.01584
2019,Q3,RDY,Dorset Healthcare University NHS Foundation Trust ,RDYFF,Swanage Community Hospital,South West ,Outstanding,3,0,468,0.00641,0,0.64%,0.64% (3),0.0%,Best Quartile,RDY,0.01584
2019,Q3,RDY,Dorset Healthcare University NHS Foundation Trust ,RDYY1,Portland Hospital,South West ,Outstanding,3,0,468,0.00641,0,0.64%,0.64% (3),0.0%,Best Quartile,RDY,0.01584
2019,Q3,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust ,RDZ05,Christchurch Hospital,South West ,Good,84,3,9749,0.00862,0.03571,0.86%,0.86% (84),3.6%,Best Quartile,RDZ,0.01584
2019,Q3,REF,Royal Cornwall Hospitals NHS Trust ,REF01,West Cornwall Hospital,South West ,Requires improvement,177,23,11968,0.01479,0.12994,1.48%,1.48% (177),13%,Above Avg,REF,0.01584
2019,Q3,REF,Royal Cornwall Hospitals NHS Trust ,REF02,St Michael's Hospital,South West ,Requires improvement,177,23,11968,0.01479,0.12994,1.48%,1.48% (177),13%,Above Avg,REF,0.01584
2019,Q3,REF,Royal Cornwall Hospitals NHS Trust ,REF12,Royal Cornwall Hospital,South West ,Requires improvement,177,23,11968,0.01479,0.12994,1.48%,1.48% (177),13%,Above Avg,REF,0.01584
2019,Q3,REF,Royal Cornwall Hospitals NHS Trust ,REF81,St Austell Hospital - Penrice Birthing Unit,South West ,Requires improvement,177,23,11968,0.01479,0.12994,1.48%,1.48% (177),13%,Above Avg,REF,0.01584
2019,Q3,REM,Liverpool University Hospitals NHS Foundation Trust ,REM21,University Hospital Aintree,North West ,Good,194,5,14037,0.01382,0.02577,1.38%,1.38% (194),2.6%,Below Avg,REM,0.01584
2019,Q3,REP,Liverpool Women's NHS Foundation Trust ,REP01,Liverpool Women's Hospital,North West ,Good,21,3,2095,0.01002,0.14286,1%,1% (21),14.3%,Below Avg,REP,0.01584
2019,Q3,REP,Liverpool Women's NHS Foundation Trust ,REP21,Liverpool Women's at Aintree,North West ,Good,21,3,2095,0.01002,0.14286,1%,1% (21),14.3%,Below Avg,REP,0.01584
2019,Q3,RET,The Walton Centre NHS Foundation Trust ,RET20,The Walton Centre,North West ,Outstanding,24,5,1164,0.02062,0.20833,2.06%,2.06% (24),20.8%,Above Avg,RET,0.01584
2019,Q3,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",RF4DG,King George Hospital,London ,Requires improvement,348,26,12000,0.029,0.07471,2.9%,2.9% (348),7.5%,Worst Quartile,RF4,0.01584
2019,Q3,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",RF4PP,Barking Community Hospital,London ,Requires improvement,348,26,12000,0.029,0.07471,2.9%,2.9% (348),7.5%,Worst Quartile,RF4,0.01584
2019,Q3,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",RF4QH,Queen's Hospital,London ,Requires improvement,348,26,12000,0.029,0.07471,2.9%,2.9% (348),7.5%,Worst Quartile,RF4,0.01584
