YearMonth,Rolling_Data_Month,Region Code,Data Type,Location ID,Location Name,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total Admitted,95th percentile waiting time (in weeks)
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",80,46.5
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology,213,36.3
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery,66,52.3
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery,27,51.7
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery,65,20.8
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology,214,22.8
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology,236,30.6
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology,192,45.1
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,C_999,Total,2062,43.6
201912,Current Month,Y56,NHS,R1HKH,Whipps Cross University Hospital,R1H,BARTS HEALTH NHS TRUST,X01,Other,584,46
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery,98,46.1
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_101,Urology,96,40.2
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma & Orthopaedics,144,40.3
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",80,46.5
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology,213,36.3
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery,66,52.3
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery,27,51.7
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery,65,20.8
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology,214,22.8
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology,236,30.6
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology,192,45.1
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,C_999,Total,2062,43.6
201912,Current Month,Y56,NHS,R1HM0,St Bartholomew's Hospital,R1H,BARTS HEALTH NHS TRUST,X01,Other,584,46
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery,98,46.1
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_101,Urology,96,40.2
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma & Orthopaedics,144,40.3
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",80,46.5
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology,213,36.3
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery,66,52.3
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery,27,51.7
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery,65,20.8
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology,214,22.8
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology,236,30.6
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology,192,45.1
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,C_999,Total,2062,43.6
201912,Current Month,Y56,NHS,R1HNH,Newham University Hospital,R1H,BARTS HEALTH NHS TRUST,X01,Other,584,46
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery,448,39.2
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology,147,21.8
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,230,32.5
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",137,47.4
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology,66,25.9
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery,165,41.8
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology,32,11.4
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology,164,48.4
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_999,Total,1454,42
201912,Current Month,Y56,NHS,R1K01,Northwick Park Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X01,Other,36,16.2
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery,448,39.2
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology,147,21.8
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,230,32.5
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",137,47.4
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology,66,25.9
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery,165,41.8
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology,32,11.4
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology,164,48.4
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_999,Total,1454,42
201912,Current Month,Y56,NHS,R1K02,Central Middlesex Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X01,Other,36,16.2
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery,448,39.2
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology,147,21.8
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,230,32.5
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",137,47.4
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology,66,25.9
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery,165,41.8
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology,32,11.4
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology,164,48.4
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_999,Total,1454,42
201912,Current Month,Y56,NHS,R1K03,St Mark's Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X01,Other,36,16.2
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery,448,39.2
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology,147,21.8
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,230,32.5
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",137,47.4
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology,66,25.9
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery,165,41.8
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology,32,11.4
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology,164,48.4
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_999,Total,1454,42
201912,Current Month,Y56,NHS,R1K04,Ealing Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X01,Other,36,16.2
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery,448,39.2
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology,147,21.8
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,230,32.5
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",137,47.4
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology,66,25.9
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery,165,41.8
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology,32,11.4
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology,164,48.4
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_999,Total,1454,42
201912,Current Month,Y56,NHS,R1K68,Clayponds Hospital,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X01,Other,36,16.2
201912,Current Month,Y56,NHS,RAN01,The Royal National Orthopaedic Hospital (Stanmore),RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,444,37.9
201912,Current Month,Y56,NHS,RAN01,The Royal National Orthopaedic Hospital (Stanmore),RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_999,Total,517,37.1
201912,Current Month,Y56,NHS,RAN01,The Royal National Orthopaedic Hospital (Stanmore),RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X01,Other,56,32.1
201912,Current Month,Y56,NHS,RAN02,Royal National Orthopaedic Hospital (Bolsover Street),RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,444,37.9
201912,Current Month,Y56,NHS,RAN02,Royal National Orthopaedic Hospital (Bolsover Street),RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_999,Total,517,37.1
201912,Current Month,Y56,NHS,RAN02,Royal National Orthopaedic Hospital (Bolsover Street),RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X01,Other,56,32.1
201912,Current Month,Y56,NHS,RAPNM,North Middlesex University Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_100,General Surgery,47,23.7
201912,Current Month,Y56,NHS,RAPNM,North Middlesex University Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_101,Urology,42,22.9
201912,Current Month,Y56,NHS,RAPNM,North Middlesex University Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,44,38.8
201912,Current Month,Y56,NHS,RAPNM,North Middlesex University Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_130,Ophthalmology,55,23.1
201912,Current Month,Y56,NHS,RAPNM,North Middlesex University Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_999,Total,250,32.4
201912,Current Month,Y56,NHS,RAPNM,North Middlesex University Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X01,Other,40,35
201912,Current Month,Y56,NHS,RAPST,St Ann's Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_100,General Surgery,47,23.7
201912,Current Month,Y56,NHS,RAPST,St Ann's Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_101,Urology,42,22.9
201912,Current Month,Y56,NHS,RAPST,St Ann's Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,44,38.8
201912,Current Month,Y56,NHS,RAPST,St Ann's Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_130,Ophthalmology,55,23.1
201912,Current Month,Y56,NHS,RAPST,St Ann's Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_999,Total,250,32.4
201912,Current Month,Y56,NHS,RAPST,St Ann's Hospital,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X01,Other,40,35
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,141,43
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,66,36.7
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,170,51.5
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,103,36.2
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,28,32.6
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,314,21.7
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,40,28
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,92,24.2
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_999,Total,1039,43
201912,Current Month,Y56,NHS,RAS01,The Hillingdon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X01,Other,77,52
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,141,43
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,66,36.7
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,170,51.5
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,103,36.2
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,28,32.6
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,314,21.7
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,40,28
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,92,24.2
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_999,Total,1039,43
201912,Current Month,Y56,NHS,RAS02,Mount Vernon Hospital,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X01,Other,77,52
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery,62,28.9
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_101,Urology,66,16.9
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,89,30.5
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",56,45.2
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology,208,31.3
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery,53,34.4
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery,70,19.8
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology,38,18.1
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology,28,12.6
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology,124,30.8
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_999,Total,1021,30.7
201912,Current Month,Y56,NHS,RAX01,Kingston Hospital,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X01,Other,195,30.4
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,General Surgery,368,42.8
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,Urology,194,37.3
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,Trauma & Orthopaedics,145,48.8
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_120,"Ear, Nose & Throat (ENT)",117,43.1
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_130,Ophthalmology,201,39.7
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_150,Neurosurgery,48,42.6
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_301,Gastroenterology,43,20.9
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_330,Dermatology,255,40.4
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_502,Gynaecology,93,51.4
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_999,Total,1880,43.1
201912,Current Month,Y56,NHS,RF4DG,King George Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X01,Other,367,44.7
201912,Current Month,Y56,NHS,RF4PP,Barking Community Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,General Surgery,368,42.8
201912,Current Month,Y56,NHS,RF4PP,Barking Community Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,Urology,194,37.3
201912,Current Month,Y56,NHS,RF4PP,Barking Community Hospital,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,Trauma & Orthopaedics,145,48.8
