YearMonth,Rolling_Data_Month,Data Type,Location ID,Location Name,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),trust code
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",5211,3636,0.697754749568221,11.058064516129,32.662641509434,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_130,Ophthalmology,7832,6722,0.858273748723187,6.50213219616205,24.96,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_140,Oral Surgery,3490,2818,0.807449856733524,8.20774647887324,26.2060606060606,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_150,Neurosurgery,34,30,0.882352941176471,6.125,18.64,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_160,Plastic Surgery,2327,1528,0.656639449935539,12.6315789473684,30.9686486486487,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery,668,513,0.767964071856288,8.81666666666667,28.1969230769231,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_300,General Medicine,647,608,0.939721792890263,6.97142857142857,16.4366666666667,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_301,Gastroenterology,6392,5280,0.826032540675845,9.18055555555556,22.6618666666667,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_320,Cardiology,5018,4227,0.842367477082503,8.47115384615385,21.8995238095238,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_330,Dermatology,1925,1522,0.790649350649351,8.98888888888889,24.5555555555556,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_340,Thoracic Medicine,2320,2109,0.909051724137931,6.76356589147287,18.6864864864865,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_400,Neurology,3,3,1,,,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_410,Rheumatology,2089,1596,0.764001914791766,11.0153846153846,24.1574193548387,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_430,Geriatric Medicine,568,493,0.867957746478873,7.33870967741936,21.445,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_502,Gynaecology,7705,5946,0.771706683971447,9.37162162162162,28.4051282051282,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_999,Total,92669,74329,0.802091314247483,8.27149209486166,26.2993010146562,R0A
201910,Current Month,NHS,R0A05,Saint Mary's Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X01,Other,32646,26312,0.805979293022116,7.79451612903226,26.8295873015873,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_100,General Surgery,5055,4043,0.799802176063304,7.76229508196721,26.952,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_101,Urology,4168,3101,0.744001919385796,10.6156462585034,28.5107692307692,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,4571,3842,0.840516298402975,7.66030534351145,23.4676923076923,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",5211,3636,0.697754749568221,11.058064516129,32.662641509434,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_130,Ophthalmology,7832,6722,0.858273748723187,6.50213219616205,24.96,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_140,Oral Surgery,3490,2818,0.807449856733524,8.20774647887324,26.2060606060606,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_150,Neurosurgery,34,30,0.882352941176471,6.125,18.64,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_160,Plastic Surgery,2327,1528,0.656639449935539,12.6315789473684,30.9686486486487,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery,668,513,0.767964071856288,8.81666666666667,28.1969230769231,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_300,General Medicine,647,608,0.939721792890263,6.97142857142857,16.4366666666667,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_301,Gastroenterology,6392,5280,0.826032540675845,9.18055555555556,22.6618666666667,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_320,Cardiology,5018,4227,0.842367477082503,8.47115384615385,21.8995238095238,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_330,Dermatology,1925,1522,0.790649350649351,8.98888888888889,24.5555555555556,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_340,Thoracic Medicine,2320,2109,0.909051724137931,6.76356589147287,18.6864864864865,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_400,Neurology,3,3,1,,,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_410,Rheumatology,2089,1596,0.764001914791766,11.0153846153846,24.1574193548387,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_430,Geriatric Medicine,568,493,0.867957746478873,7.33870967741936,21.445,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_502,Gynaecology,7705,5946,0.771706683971447,9.37162162162162,28.4051282051282,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_999,Total,92669,74329,0.802091314247483,8.27149209486166,26.2993010146562,R0A
201910,Current Month,NHS,R0A06,Dental Hospital Manchester ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X01,Other,32646,26312,0.805979293022116,7.79451612903226,26.8295873015873,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_100,General Surgery,5055,4043,0.799802176063304,7.76229508196721,26.952,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_101,Urology,4168,3101,0.744001919385796,10.6156462585034,28.5107692307692,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,4571,3842,0.840516298402975,7.66030534351145,23.4676923076923,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",5211,3636,0.697754749568221,11.058064516129,32.662641509434,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_130,Ophthalmology,7832,6722,0.858273748723187,6.50213219616205,24.96,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_140,Oral Surgery,3490,2818,0.807449856733524,8.20774647887324,26.2060606060606,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_150,Neurosurgery,34,30,0.882352941176471,6.125,18.64,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_160,Plastic Surgery,2327,1528,0.656639449935539,12.6315789473684,30.9686486486487,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery,668,513,0.767964071856288,8.81666666666667,28.1969230769231,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_300,General Medicine,647,608,0.939721792890263,6.97142857142857,16.4366666666667,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_301,Gastroenterology,6392,5280,0.826032540675845,9.18055555555556,22.6618666666667,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_320,Cardiology,5018,4227,0.842367477082503,8.47115384615385,21.8995238095238,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_330,Dermatology,1925,1522,0.790649350649351,8.98888888888889,24.5555555555556,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_340,Thoracic Medicine,2320,2109,0.909051724137931,6.76356589147287,18.6864864864865,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_400,Neurology,3,3,1,,,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_410,Rheumatology,2089,1596,0.764001914791766,11.0153846153846,24.1574193548387,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_430,Geriatric Medicine,568,493,0.867957746478873,7.33870967741936,21.445,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_502,Gynaecology,7705,5946,0.771706683971447,9.37162162162162,28.4051282051282,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_999,Total,92669,74329,0.802091314247483,8.27149209486166,26.2993010146562,R0A
201910,Current Month,NHS,R0A07,Wythenshawe Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X01,Other,32646,26312,0.805979293022116,7.79451612903226,26.8295873015873,R0A
201910,Current Month,NHS,R0A09,Trafford General Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_100,General Surgery,5055,4043,0.799802176063304,7.76229508196721,26.952,R0A
201910,Current Month,NHS,R0A09,Trafford General Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_101,Urology,4168,3101,0.744001919385796,10.6156462585034,28.5107692307692,R0A
201910,Current Month,NHS,R0A09,Trafford General Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,4571,3842,0.840516298402975,7.66030534351145,23.4676923076923,R0A
201910,Current Month,NHS,R0A09,Trafford General Hospital ,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",5211,3636,0.697754749568221,11.058064516129,32.662641509434,R0A
